scenario,wind_u,c_spread,peak_C,seed,tau_s,v_spread,exposed,miss,miss_rate,dir_err,speed_err,n_confirmed,t_max,dt
S2a_10,5.0,0.15,500.0,3,11.001,0.75,15,0,0.0,0.5235233388908237,7.547867352816858,14,113.5,0.1
S2a_10,5.0,0.15,500.0,4,11.001,0.75,15,0,0.0,1.8308149604689532,46.83530732481944,14,113.5,0.1
S2a_10,5.0,0.15,500.0,5,11.001,0.75,15,0,0.0,4.9414373495490445,38.816983613580305,14,113.5,0.1
S2a_10,5.0,0.15,500.0,6,11.001,0.75,15,0,0.0,1.0407997309130326,51.716291989505656,14,113.5,0.1
S2a_10,5.0,0.15,500.0,7,11.001,0.75,15,0,0.0,8.783447950218266,28.692855631770946,14,113.5,0.1
S2a_10,5.0,0.15,500.0,8,11.001,0.75,15,0,0.0,1.4137133389807268,37.15490491099341,14,113.5,0.1
S2a_10,5.0,0.15,500.0,9,11.001,0.75,15,0,0.0,0.34134691013667995,33.197040114136996,14,113.5,0.1
S2a_10,5.0,0.15,500.0,10,11.001,0.75,15,0,0.0,5.912046478766512,36.129448880915646,14,113.5,0.1
S2a_10,5.0,0.15,500.0,11,11.001,0.75,15,0,0.0,3.2444061734204097,39.06252365947378,14,113.5,0.1
S2a_10,5.0,0.15,500.0,12,11.001,0.75,15,0,0.0,2.0655070885904623,9.879951340525928,13,113.5,0.1
S2a_10,5.0,0.15,500.0,13,11.001,0.75,15,0,0.0,0.5074355440065612,23.948031026370295,13,113.5,0.1
S2a_10,5.0,0.15,500.0,14,11.001,0.75,15,0,0.0,5.662714894513266,28.868092688599134,14,113.5,0.1
S2a_10,5.0,0.15,500.0,15,11.001,0.75,15,0,0.0,4.034024781168293,20.206267161255344,14,113.5,0.1
S2a_10,10.0,0.05,150.0,1,7.779,0.5,15,0,0.0,29.221908434975784,62.51571272790572,14,139.1,0.1
S2a_10,10.0,0.05,150.0,2,7.779,0.5,15,0,0.0,0.6647805469491505,163.13511740571082,14,139.1,0.1
S2a_10,10.0,0.05,150.0,3,7.779,0.5,15,0,0.0,4.309468246137576,37.63343578117677,14,139.1,0.1
S2a_10,10.0,0.05,150.0,4,7.779,0.5,15,0,0.0,4.412679167309291,101.69786666722489,14,139.1,0.1
S2a_10,10.0,0.05,150.0,5,7.779,0.5,15,0,0.0,2.7022412195356607,65.23847695440561,14,139.1,0.1
S2a_10,10.0,0.05,150.0,6,7.779,0.5,15,0,0.0,7.344767291320226,60.493796583260504,14,139.1,0.1
S2a_10,10.0,0.05,150.0,7,7.779,0.5,15,0,0.0,3.5019445892330476,108.71301276845138,14,139.1,0.1
S2a_10,10.0,0.05,150.0,8,7.779,0.5,15,0,0.0,0.6314713289091193,91.48621941217729,14,139.1,0.1
S2a_10,10.0,0.05,150.0,9,7.779,0.5,15,0,0.0,7.111358465529114,23.819955666874826,14,139.1,0.1
S2a_10,10.0,0.05,150.0,10,7.779,0.5,15,0,0.0,0.9328434655391178,104.59354390707274,14,139.1,0.1
S2a_10,10.0,0.05,150.0,11,7.779,0.5,15,0,0.0,13.156191448272596,75.61435284512463,14,139.1,0.1
S2a_10,10.0,0.05,150.0,12,7.779,0.5,15,0,0.0,26.30107695200487,80.22947860217636,14,139.1,0.1
S2a_10,10.0,0.05,150.0,13,7.779,0.5,15,0,0.0,2.5209412702070617,19.844303542395856,14,139.1,0.1
S2a_10,10.0,0.05,150.0,14,7.779,0.5,15,0,0.0,1.5058809303752025,138.02777946288938,14,139.1,0.1
S2a_10,10.0,0.05,150.0,15,7.779,0.5,15,0,0.0,1.195114027683193,265.575125067556,14,139.1,0.1
S2a_10,10.0,0.05,300.0,1,7.779,0.5,15,0,0.0,8.401387385285298,170.72652873728762,14,139.1,0.1
S2a_10,10.0,0.05,300.0,2,7.779,0.5,15,0,0.0,1.2293358972690416,16.69927111616105,14,139.1,0.1
S2a_10,10.0,0.05,300.0,3,7.779,0.5,15,0,0.0,1.6085119551366687,63.50655582459244,14,139.1,0.1
S2a_10,10.0,0.05,300.0,4,7.779,0.5,15,0,0.0,6.792546826427168,231.64232777019947,14,139.1,0.1
S2a_10,10.0,0.05,300.0,5,7.779,0.5,15,0,0.0,3.5242916531095143,133.24486610545333,14,139.1,0.1
S2a_10,10.0,0.05,300.0,6,7.779,0.5,15,0,0.0,6.754737417776535,66.29048673190223,14,139.1,0.1
S2a_10,10.0,0.05,300.0,7,7.779,0.5,15,0,0.0,3.9580913485190914,44.09386449679813,14,139.1,0.1
S2a_10,10.0,0.05,300.0,8,7.779,0.5,15,0,0.0,2.987651651600725,198.1423969999721,14,139.1,0.1
S2a_10,10.0,0.05,300.0,9,7.779,0.5,15,0,0.0,3.145728569879673,70.18336680502519,14,139.1,0.1
S2a_10,10.0,0.05,300.0,10,7.779,0.5,15,0,0.0,36.07134601791787,109.6109040751593,14,139.1,0.1
S2a_10,10.0,0.05,300.0,11,7.779,0.5,15,0,0.0,3.4164460515214903,42.711189319174395,14,139.1,0.1
S2a_10,10.0,0.05,300.0,12,7.779,0.5,15,0,0.0,1.3217072656038258,38.89248315326712,14,139.1,0.1
S2a_10,10.0,0.05,300.0,13,7.779,0.5,15,0,0.0,0.5332200782393606,37.504594007351955,14,139.1,0.1
S2a_10,10.0,0.05,300.0,14,7.779,0.5,15,0,0.0,2.324175405178709,60.86715907017604,14,139.1,0.1
S2a_10,10.0,0.05,300.0,15,7.779,0.5,15,0,0.0,0.1951976880138761,31.921350827841778,14,139.1,0.1
S2a_10,10.0,0.05,500.0,1,7.779,0.5,15,0,0.0,7.708782779433607,158.5006499683891,14,139.1,0.1
S2a_10,10.0,0.05,500.0,2,7.779,0.5,15,0,0.0,8.30062483818259,119.84660059051082,14,139.1,0.1
S2a_10,10.0,0.05,500.0,3,7.779,0.5,15,0,0.0,7.28649346402118,88.2274786060509,14,139.1,0.1
S2a_10,10.0,0.05,500.0,4,7.779,0.5,15,0,0.0,12.470078011068871,85.4875805151768,14,139.1,0.1
S2a_10,10.0,0.05,500.0,5,7.779,0.5,15,0,0.0,1.5313204533107925,91.03533830557267,14,139.1,0.1
S2a_10,10.0,0.05,500.0,6,7.779,0.5,15,0,0.0,2.6587264926417546,166.07604209509623,14,139.1,0.1
S2a_10,10.0,0.05,500.0,7,7.779,0.5,15,0,0.0,8.313546869339023,141.28717482264278,14,139.1,0.1
S2a_10,10.0,0.05,500.0,8,7.779,0.5,15,0,0.0,2.8736204373019594,108.05477856710954,14,139.1,0.1
S2a_10,10.0,0.05,500.0,9,7.779,0.5,15,0,0.0,0.6306052916935174,118.77857768166238,14,139.1,0.1
S2a_10,10.0,0.05,500.0,10,7.779,0.5,15,0,0.0,19.929597829541176,77.81079039139836,14,139.1,0.1
S2a_10,10.0,0.05,500.0,11,7.779,0.5,15,0,0.0,3.2828750432368707,81.06778171768974,14,139.1,0.1
S2a_10,10.0,0.05,500.0,12,7.779,0.5,15,0,0.0,12.163672441078335,100.27054798310053,14,139.1,0.1
S2a_10,10.0,0.05,500.0,13,7.779,0.5,15,0,0.0,4.521158454865481,170.91418459143873,14,139.1,0.1
S2a_10,10.0,0.05,500.0,14,7.779,0.5,15,0,0.0,6.514058817981694,170.5421347231649,14,139.1,0.1
S2a_10,10.0,0.05,500.0,15,7.779,0.5,15,0,0.0,4.260412909360684,91.83843856036975,14,139.1,0.1
S2a_10,10.0,0.1,150.0,1,7.779,1.0,15,1,6.666666666666667,3.74223488188357,5.583961059610898,14,86.2,0.1
S2a_10,10.0,0.1,150.0,2,7.779,1.0,15,0,0.0,7.088653093211144,16.547266879178135,14,86.2,0.1
S2a_10,10.0,0.1,150.0,3,7.779,1.0,15,0,0.0,26.44047850203862,11.550442428860785,14,86.2,0.1
S2a_10,10.0,0.1,150.0,4,7.779,1.0,15,0,0.0,1.4642596507195578,4.264356853927254,13,86.2,0.1
S2a_10,10.0,0.1,150.0,5,7.779,1.0,15,0,0.0,7.625167346089786,10.586726120859137,14,86.2,0.1
S2a_10,10.0,0.1,150.0,6,7.779,1.0,15,0,0.0,17.441510246927393,11.663906120888768,14,86.2,0.1
S2a_10,10.0,0.1,150.0,7,7.779,1.0,15,0,0.0,6.072644840905777,7.754491688073006,14,86.2,0.1
S2a_10,10.0,0.1,150.0,8,7.779,1.0,15,0,0.0,4.8086844240362305,15.937566712914597,14,86.2,0.1
S2a_10,10.0,0.1,150.0,9,7.779,1.0,15,0,0.0,3.3503164956740354,15.792933891795503,13,86.2,0.1
S2a_10,10.0,0.1,150.0,10,7.779,1.0,15,0,0.0,12.240718462216366,11.601922265920294,14,86.2,0.1
S2a_10,10.0,0.1,150.0,11,7.779,1.0,15,0,0.0,58.273043218952374,23.05413981847073,14,86.2,0.1
S2a_10,10.0,0.1,150.0,12,7.779,1.0,15,0,0.0,13.206202561606958,7.776393325716224,14,86.2,0.1
S2a_10,10.0,0.1,150.0,13,7.779,1.0,15,0,0.0,0.9568571198594047,13.188207298565025,13,86.2,0.1
S2a_10,10.0,0.1,150.0,14,7.779,1.0,15,0,0.0,0.9290536854243094,15.617023691579202,13,86.2,0.1
S2a_10,10.0,0.1,150.0,15,7.779,1.0,15,0,0.0,1.8978387656085551,8.331490209075042,13,86.2,0.1
S2a_10,10.0,0.1,300.0,1,7.779,1.0,15,0,0.0,3.489886535921665,6.9503424522025625,14,86.2,0.1
S2a_10,10.0,0.1,300.0,2,7.779,1.0,15,0,0.0,4.211085144742648,18.71114089109911,14,86.2,0.1
S2a_10,10.0,0.1,300.0,3,7.779,1.0,15,0,0.0,1.9918203733154864,15.649424213761431,14,86.2,0.1
S2a_10,10.0,0.1,300.0,4,7.779,1.0,15,0,0.0,2.411119019844284,15.314446536993254,14,86.2,0.1
S2a_10,10.0,0.1,300.0,5,7.779,1.0,15,0,0.0,6.458594673719506,9.480963125689978,14,86.2,0.1
S2a_10,10.0,0.1,300.0,6,7.779,1.0,15,0,0.0,3.560404476271459,4.978560318358949,14,86.2,0.1
S2a_10,10.0,0.1,300.0,7,7.779,1.0,15,0,0.0,7.17173710784268,21.12203922118652,14,86.2,0.1
S2a_10,10.0,0.1,300.0,8,7.779,1.0,15,0,0.0,2.8330803141907372,25.978028464570045,14,86.2,0.1
S2a_10,10.0,0.1,300.0,9,7.779,1.0,15,0,0.0,0.4346501927809607,25.081677206527008,14,86.2,0.1
S2a_10,10.0,0.1,300.0,10,7.779,1.0,15,0,0.0,1.498148245796271,27.915336544208724,14,86.2,0.1
S2a_10,10.0,0.1,300.0,11,7.779,1.0,15,0,0.0,1.9936359331037776,22.993693967485008,14,86.2,0.1
S2a_10,10.0,0.1,300.0,12,7.779,1.0,15,0,0.0,3.253459650526808,11.684796752380478,14,86.2,0.1
S2a_10,10.0,0.1,300.0,13,7.779,1.0,15,0,0.0,1.1811732049249222,20.857553664998328,14,86.2,0.1
S2a_10,10.0,0.1,300.0,14,7.779,1.0,15,0,0.0,2.8983450960008743,16.460294244991537,13,86.2,0.1
S2a_10,10.0,0.1,300.0,15,7.779,1.0,15,0,0.0,4.788540999696796,9.054019117165257,14,86.2,0.1
S2a_10,10.0,0.1,500.0,1,7.779,1.0,15,0,0.0,6.773789994643921,24.502384697818247,14,86.2,0.1
S2a_10,10.0,0.1,500.0,2,7.779,1.0,15,0,0.0,3.0527907606986484,17.994613668826265,13,86.2,0.1
S2a_10,10.0,0.1,500.0,3,7.779,1.0,15,0,0.0,0.18127389812413974,11.26919820077421,14,86.2,0.1
S2a_10,10.0,0.1,500.0,4,7.779,1.0,15,0,0.0,3.9721036589803997,18.20463094625884,13,86.2,0.1
S2a_10,10.0,0.1,500.0,5,7.779,1.0,15,0,0.0,5.891237509054956,11.345815548802406,13,86.2,0.1
S2a_10,10.0,0.1,500.0,6,7.779,1.0,15,0,0.0,0.5924648222245789,11.248539872496256,14,86.2,0.1
S2a_10,10.0,0.1,500.0,7,7.779,1.0,15,0,0.0,9.272833258404436,20.866381190519533,14,86.2,0.1
S2a_10,10.0,0.1,500.0,8,7.779,1.0,15,0,0.0,2.560702829652059,20.122222782357735,13,86.2,0.1
S2a_10,10.0,0.1,500.0,9,7.779,1.0,15,0,0.0,1.4759874583363815,42.726127973952764,14,86.2,0.1
S2a_10,10.0,0.1,500.0,10,7.779,1.0,15,0,0.0,2.9980583269810404,29.77374377590374,14,86.2,0.1
S2a_10,10.0,0.1,500.0,11,7.779,1.0,15,0,0.0,1.5047506185527872,19.864953600933077,14,86.2,0.1
S2a_10,10.0,0.1,500.0,12,7.779,1.0,15,0,0.0,5.684229581911498,8.08111173826771,14,86.2,0.1
S2a_10,10.0,0.1,500.0,13,7.779,1.0,15,0,0.0,1.0945476096827733,14.673392785900274,14,86.2,0.1
S2a_10,10.0,0.1,500.0,14,7.779,1.0,15,0,0.0,6.579775262736832,19.679648563484697,14,86.2,0.1
S2a_10,10.0,0.1,500.0,15,7.779,1.0,15,0,0.0,6.785930101416687,15.335780112543084,14,86.2,0.1
S2a_10,10.0,0.15,150.0,1,7.779,1.5,15,2,13.333333333333334,2.429820171372821,3.139457024154598,13,68.6,0.1
S2a_10,10.0,0.15,150.0,2,7.779,1.5,15,2,13.333333333333334,1.7614710621737066,5.06090660588144,13,68.6,0.1
S2a_10,10.0,0.15,150.0,3,7.779,1.5,15,2,13.333333333333334,2.473489437181009,1.2100518060324639,13,68.6,0.1
S2a_10,10.0,0.15,150.0,4,7.779,1.5,15,0,0.0,6.2090355620123825,10.91871077436033,13,68.6,0.1
S2a_10,10.0,0.15,150.0,5,7.779,1.5,15,1,6.666666666666667,8.117030624196119,2.4317978945354035,14,68.6,0.1
S2a_10,10.0,0.15,150.0,6,7.779,1.5,15,2,13.333333333333334,8.383099571642116,12.81624057040213,13,68.6,0.1
S2a_10,10.0,0.15,150.0,7,7.779,1.5,15,1,6.666666666666667,10.446403865701303,9.440704534590443,14,68.6,0.1
S2a_10,10.0,0.15,150.0,8,7.779,1.5,15,2,13.333333333333334,10.090876843262869,10.89686185338185,13,68.6,0.1
S2a_10,10.0,0.15,150.0,9,7.779,1.5,15,4,26.666666666666668,2.524699813217444,-1.0514354673918072,11,68.6,0.1
S2a_10,10.0,0.15,150.0,10,7.779,1.5,15,1,6.666666666666667,9.148925212997757,12.601393199878489,14,68.6,0.1
S2a_10,10.0,0.15,150.0,11,7.779,1.5,15,3,20.0,1.1187658176794613,2.6903386441153643,12,68.6,0.1
S2a_10,10.0,0.15,150.0,12,7.779,1.5,15,1,6.666666666666667,0.44358022258178864,7.289933594884124,14,68.6,0.1
S2a_10,10.0,0.15,150.0,13,7.779,1.5,15,2,13.333333333333334,1.8604329926002656,3.964378347850772,13,68.6,0.1
S2a_10,10.0,0.15,150.0,14,7.779,1.5,15,1,6.666666666666667,6.984057654856334,4.3553879665563375,14,68.6,0.1
S2a_10,10.0,0.15,150.0,15,7.779,1.5,15,1,6.666666666666667,4.707050040070943,4.270649491414083,14,68.6,0.1
S2a_10,10.0,0.15,300.0,1,7.779,1.5,15,0,0.0,0.41035884418152624,14.040210254532917,13,68.6,0.1
S2a_10,10.0,0.15,300.0,2,7.779,1.5,15,0,0.0,0.3677912866175352,4.278107249141971,13,68.6,0.1
S2a_10,10.0,0.15,300.0,3,7.779,1.5,15,0,0.0,2.3793994590984386,12.571505616312248,13,68.6,0.1
S2a_10,10.0,0.15,300.0,4,7.779,1.5,15,0,0.0,6.750017739329484,8.83734450499749,13,68.6,0.1
S2a_10,10.0,0.15,300.0,5,7.779,1.5,15,0,0.0,5.125082244675355,7.31442360329931,13,68.6,0.1
S2a_10,10.0,0.15,300.0,6,7.779,1.5,15,0,0.0,1.9428626041894457,13.951327538918271,13,68.6,0.1
S2a_10,10.0,0.15,300.0,7,7.779,1.5,15,0,0.0,11.382135478809046,15.702844056869983,14,68.6,0.1
S2a_10,10.0,0.15,300.0,8,7.779,1.5,15,0,0.0,0.7346987385557667,17.08526296925159,13,68.6,0.1
S2a_10,10.0,0.15,300.0,9,7.779,1.5,15,0,0.0,2.0543109684880982,16.846127630560762,14,68.6,0.1
S2a_10,10.0,0.15,300.0,10,7.779,1.5,15,0,0.0,6.784628344082846,12.105087236891698,13,68.6,0.1
S2a_10,10.0,0.15,300.0,11,7.779,1.5,15,0,0.0,3.2123767815554887,15.313559380264538,14,68.6,0.1
S2a_10,10.0,0.15,300.0,12,7.779,1.5,15,0,0.0,2.7516430580111653,0.4327935274893946,13,68.6,0.1
S2a_10,10.0,0.15,300.0,13,7.779,1.5,15,0,0.0,2.992850894839369,15.95467563212325,14,68.6,0.1
S2a_10,10.0,0.15,300.0,14,7.779,1.5,15,0,0.0,5.912298416286174,10.370307203891649,14,68.6,0.1
S2a_10,10.0,0.15,300.0,15,7.779,1.5,15,0,0.0,7.914858829886381,0.9007764231105053,13,68.6,0.1
S2a_10,10.0,0.15,500.0,1,7.779,1.5,15,0,0.0,1.3811778327213566,3.300218008883945,13,68.6,0.1
S2a_10,10.0,0.15,500.0,2,7.779,1.5,15,0,0.0,0.8375214831746735,7.933222944086271,13,68.6,0.1
S2a_10,10.0,0.15,500.0,3,7.779,1.5,15,0,0.0,2.685174442145078,15.006648115506405,13,68.6,0.1
S2a_10,10.0,0.15,500.0,4,7.779,1.5,15,0,0.0,5.281613085691348,13.737230174462209,14,68.6,0.1
S2a_10,10.0,0.15,500.0,5,7.779,1.5,15,0,0.0,4.287479807522484,6.139112492683344,13,68.6,0.1
S2a_10,10.0,0.15,500.0,6,7.779,1.5,15,0,0.0,2.938419672732859,20.88001861475076,13,68.6,0.1
S2a_10,10.0,0.15,500.0,7,7.779,1.5,15,0,0.0,13.93345045166723,16.39682946669504,14,68.6,0.1
S2a_10,10.0,0.15,500.0,8,7.779,1.5,15,0,0.0,0.29447958599654284,15.337491901573822,13,68.6,0.1
S2a_10,10.0,0.15,500.0,9,7.779,1.5,15,0,0.0,5.456514268133668,32.248971041724126,13,68.6,0.1
S2a_10,10.0,0.15,500.0,10,7.779,1.5,15,0,0.0,8.481702931548375,12.834866610424486,13,68.6,0.1
S2a_10,10.0,0.15,500.0,11,7.779,1.5,15,0,0.0,0.580100059545498,19.8024122849133,13,68.6,0.1
S2a_10,10.0,0.15,500.0,12,7.779,1.5,15,0,0.0,1.0595309196041858,6.774433200593706,13,68.6,0.1
S2a_10,10.0,0.15,500.0,13,7.779,1.5,15,0,0.0,4.07399274834548,16.33472921416518,14,68.6,0.1
S2a_10,10.0,0.15,500.0,14,7.779,1.5,15,0,0.0,9.570539483600687,19.14077641210518,13,68.6,0.1
S2a_10,10.0,0.15,500.0,15,7.779,1.5,15,0,0.0,7.893935438728355,5.019944524940664,13,68.6,0.1
S2a_10,15.0,0.05,150.0,1,6.352,0.75,15,0,0.0,7.318234382115463,17.225460518539023,14,99.6,0.1
S2a_10,15.0,0.05,150.0,2,6.352,0.75,15,0,0.0,3.9813635802497696,17.30154839872281,14,99.6,0.1
S2a_10,15.0,0.05,150.0,3,6.352,0.75,15,0,0.0,1.2631556215019841,9.03132919805878,14,99.6,0.1
S2a_10,15.0,0.05,150.0,4,6.352,0.75,15,0,0.0,0.709379319338542,25.26389486326133,14,99.6,0.1
S2a_10,15.0,0.05,150.0,5,6.352,0.75,15,0,0.0,5.608901620551874,19.408704274058408,14,99.6,0.1
S2a_10,15.0,0.05,150.0,6,6.352,0.75,15,0,0.0,2.485607873208184,4.454009736872036,14,99.6,0.1
S2a_10,15.0,0.05,150.0,7,6.352,0.75,15,0,0.0,0.5038857818800629,21.24210774735641,14,99.6,0.1
S2a_10,15.0,0.05,150.0,8,6.352,0.75,15,0,0.0,1.1270684013631913,15.355166911235877,14,99.6,0.1
S2a_10,15.0,0.05,150.0,9,6.352,0.75,15,0,0.0,0.13727270127407143,16.884086551243925,14,99.6,0.1
S2a_10,15.0,0.05,150.0,10,6.352,0.75,15,0,0.0,40.651521493382624,9.50718947599783,13,99.6,0.1
S2a_10,15.0,0.05,150.0,11,6.352,0.75,15,0,0.0,1.0059978690513691,1.6014125945795172,14,99.6,0.1
S2a_10,15.0,0.05,150.0,12,6.352,0.75,15,0,0.0,4.431060524470497,17.085262969251605,14,99.6,0.1
S2a_10,15.0,0.05,150.0,13,6.352,0.75,15,0,0.0,3.361080793405245,10.870766656808506,14,99.6,0.1
S2a_10,15.0,0.05,150.0,14,6.352,0.75,15,0,0.0,1.4287629991783342,17.478115911358007,14,99.6,0.1
S2a_10,15.0,0.05,150.0,15,6.352,0.75,15,0,0.0,1.757793268843257,12.13304451852788,14,99.6,0.1
S2a_10,15.0,0.05,300.0,1,6.352,0.75,15,0,0.0,6.361104420271353,12.699309536764444,14,99.6,0.1
S2a_10,15.0,0.05,300.0,2,6.352,0.75,15,0,0.0,1.8077948017831584,32.776836817487116,13,99.6,0.1
S2a_10,15.0,0.05,300.0,3,6.352,0.75,15,0,0.0,0.6177622175914511,21.46837859939761,14,99.6,0.1
S2a_10,15.0,0.05,300.0,4,6.352,0.75,15,0,0.0,2.0732451546114463,30.27960440479947,14,99.6,0.1
S2a_10,15.0,0.05,300.0,5,6.352,0.75,15,0,0.0,5.035479242127013,33.2371059991527,14,99.6,0.1
S2a_10,15.0,0.05,300.0,6,6.352,0.75,15,0,0.0,3.585808772583384,28.678909680133422,14,99.6,0.1
S2a_10,15.0,0.05,300.0,7,6.352,0.75,15,0,0.0,7.293603654294161,39.40470636816575,14,99.6,0.1
S2a_10,15.0,0.05,300.0,8,6.352,0.75,15,0,0.0,1.1182652457060935,36.56013583561538,14,99.6,0.1
S2a_10,15.0,0.05,300.0,9,6.352,0.75,15,0,0.0,0.5547835338108924,43.764368480656124,14,99.6,0.1
S2a_10,15.0,0.05,300.0,10,6.352,0.75,15,0,0.0,6.948882241570103,20.38040119830026,14,99.6,0.1
S2a_10,15.0,0.05,300.0,11,6.352,0.75,15,0,0.0,3.3705554345312345,32.29402601887274,14,99.6,0.1
S2a_10,15.0,0.05,300.0,12,6.352,0.75,15,0,0.0,0.6600493076678097,8.717731282703589,13,99.6,0.1
S2a_10,15.0,0.05,300.0,13,6.352,0.75,15,0,0.0,1.7134438927567754,30.694809567118302,14,99.6,0.1
S2a_10,15.0,0.05,300.0,14,6.352,0.75,15,0,0.0,6.441629286842513,30.574008246330713,14,99.6,0.1
S2a_10,15.0,0.05,300.0,15,6.352,0.75,15,0,0.0,1.255786390448967,29.015813288294073,14,99.6,0.1
S2a_10,15.0,0.05,500.0,1,6.352,0.75,15,0,0.0,7.51126424462688,60.55810663089556,14,99.6,0.1
S2a_10,15.0,0.05,500.0,2,6.352,0.75,15,0,0.0,3.9555465724859014,28.850039300476045,14,99.6,0.1
S2a_10,15.0,0.05,500.0,3,6.352,0.75,15,0,0.0,2.502170284556517,41.88945273160343,14,99.6,0.1
S2a_10,15.0,0.05,500.0,4,6.352,0.75,15,0,0.0,1.709388439018704,40.90622878038698,14,99.6,0.1
S2a_10,15.0,0.05,500.0,5,6.352,0.75,15,0,0.0,5.347367316917124,47.00915592347161,14,99.6,0.1
S2a_10,15.0,0.05,500.0,6,6.352,0.75,15,0,0.0,2.100086326747192,14.687886469697778,14,99.6,0.1
S2a_10,15.0,0.05,500.0,7,6.352,0.75,15,0,0.0,9.064309311683216,29.006754567351667,14,99.6,0.1
S2a_10,15.0,0.05,500.0,8,6.352,0.75,15,0,0.0,0.054666084837040795,76.03390035209205,14,99.6,0.1
S2a_10,15.0,0.05,500.0,9,6.352,0.75,15,0,0.0,0.08229863552246244,63.793489545992124,13,99.6,0.1
S2a_10,15.0,0.05,500.0,10,6.352,0.75,15,0,0.0,3.380581817118803,57.895857254040926,14,99.6,0.1
S2a_10,15.0,0.05,500.0,11,6.352,0.75,15,0,0.0,1.9280001551808488,57.56321405270164,14,99.6,0.1
S2a_10,15.0,0.05,500.0,12,6.352,0.75,15,0,0.0,9.187643526680372,11.308873658818703,14,99.6,0.1
S2a_10,15.0,0.05,500.0,13,6.352,0.75,15,0,0.0,1.2377015121503854,28.337836008503874,13,99.6,0.1
S2a_10,15.0,0.05,500.0,14,6.352,0.75,15,0,0.0,6.331986067694071,32.11860618279513,14,99.6,0.1
S2a_10,15.0,0.05,500.0,15,6.352,0.75,15,0,0.0,6.255563508026781,16.33413545996293,13,99.6,0.1
S2a_10,15.0,0.1,150.0,1,6.352,1.5,15,1,6.666666666666667,1.294027348154107,3.3536977063780484,14,64.3,0.1
S2a_10,15.0,0.1,150.0,2,6.352,1.5,15,0,0.0,10.249875473723094,7.92065137302959,13,64.3,0.1
S2a_10,15.0,0.1,150.0,3,6.352,1.5,15,0,0.0,3.919363777286313,5.594207176214164,13,64.3,0.1
S2a_10,15.0,0.1,150.0,4,6.352,1.5,15,0,0.0,6.053205236808122,4.5470307280278455,13,64.3,0.1
S2a_10,15.0,0.1,150.0,5,6.352,1.5,15,0,0.0,4.752617453033774,2.218715044699267,13,64.3,0.1
S2a_10,15.0,0.1,150.0,6,6.352,1.5,15,1,6.666666666666667,6.347267976068009,9.081659989203317,14,64.3,0.1
S2a_10,15.0,0.1,150.0,7,6.352,1.5,15,0,0.0,10.584323556733272,14.563613289159813,14,64.3,0.1
S2a_10,15.0,0.1,150.0,8,6.352,1.5,15,1,6.666666666666667,9.951352471220778,8.998104237176952,14,64.3,0.1
S2a_10,15.0,0.1,150.0,9,6.352,1.5,15,2,13.333333333333334,4.013019787201152,2.871620076401819,13,64.3,0.1
S2a_10,15.0,0.1,150.0,10,6.352,1.5,15,1,6.666666666666667,3.000268291301745,7.59966399372279,14,64.3,0.1
S2a_10,15.0,0.1,150.0,11,6.352,1.5,15,3,20.0,2.144615288289061,2.1982268804874456,12,64.3,0.1
S2a_10,15.0,0.1,150.0,12,6.352,1.5,15,1,6.666666666666667,2.288932977257743,5.738365305673584,14,64.3,0.1
S2a_10,15.0,0.1,150.0,13,6.352,1.5,15,1,6.666666666666667,2.355666229410745,7.723263012081431,14,64.3,0.1
S2a_10,15.0,0.1,150.0,14,6.352,1.5,15,0,0.0,5.3994175006885206,12.293435840046785,13,64.3,0.1
S2a_10,15.0,0.1,150.0,15,6.352,1.5,15,1,6.666666666666667,3.6324654303054804,-0.8102927596350303,14,64.3,0.1
S2a_10,15.0,0.1,300.0,1,6.352,1.5,15,0,0.0,1.2045568572580647,18.62283532329497,13,64.3,0.1
S2a_10,15.0,0.1,300.0,2,6.352,1.5,15,0,0.0,0.19017156385892217,3.1239561144070853,13,64.3,0.1
S2a_10,15.0,0.1,300.0,3,6.352,1.5,15,0,0.0,2.4679262570515035,12.076568174597346,13,64.3,0.1
S2a_10,15.0,0.1,300.0,4,6.352,1.5,15,0,0.0,6.626085533832927,10.39380341823235,13,64.3,0.1
S2a_10,15.0,0.1,300.0,5,6.352,1.5,15,0,0.0,4.5886681744133195,9.976933107686392,13,64.3,0.1
S2a_10,15.0,0.1,300.0,6,6.352,1.5,15,0,0.0,2.2972112695611515,16.020172139014687,13,64.3,0.1
S2a_10,15.0,0.1,300.0,7,6.352,1.5,15,0,0.0,12.018298423197942,15.078016455267326,14,64.3,0.1
S2a_10,15.0,0.1,300.0,8,6.352,1.5,15,0,0.0,0.8898303565332328,17.93879785980487,13,64.3,0.1
S2a_10,15.0,0.1,300.0,9,6.352,1.5,15,0,0.0,2.3024971175224085,19.334265582765177,14,64.3,0.1
S2a_10,15.0,0.1,300.0,10,6.352,1.5,15,0,0.0,7.258657691759492,13.320358894983894,13,64.3,0.1
S2a_10,15.0,0.1,300.0,11,6.352,1.5,15,0,0.0,3.647145599302475,16.987427541332437,14,64.3,0.1
S2a_10,15.0,0.1,300.0,12,6.352,1.5,15,0,0.0,2.6067815425821266,0.9235766453137136,13,64.3,0.1
S2a_10,15.0,0.1,300.0,13,6.352,1.5,15,0,0.0,2.8584008889250128,17.82480526682456,14,64.3,0.1
