scenario,wind_u,c_spread,peak_C,seed,tau_s,v_spread,exposed,miss,miss_rate,dir_err,speed_err,n_confirmed,t_max,dt
S1,1.0,0.05,300.0,11,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,300.0,12,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,300.0,13,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,300.0,14,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,300.0,15,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,500.0,1,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,500.0,2,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,500.0,3,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,500.0,4,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,500.0,5,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,500.0,6,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,500.0,7,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,500.0,8,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,500.0,9,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,500.0,10,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,500.0,11,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,500.0,12,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,500.0,13,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,500.0,14,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.05,500.0,15,24.6,0.05,15,0,0.0,,,14,1141.4,0.1
S1,1.0,0.1,150.0,1,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,150.0,2,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,150.0,3,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,150.0,4,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,150.0,5,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,150.0,6,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,150.0,7,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,150.0,8,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,150.0,9,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,150.0,10,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,150.0,11,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,150.0,12,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,150.0,13,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,150.0,14,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,150.0,15,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,300.0,1,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,300.0,2,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,300.0,3,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,300.0,4,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,300.0,5,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,300.0,6,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,300.0,7,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,300.0,8,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,300.0,9,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,300.0,10,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,300.0,11,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,300.0,12,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,300.0,13,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,300.0,14,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,300.0,15,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,500.0,1,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,500.0,2,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,500.0,3,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,500.0,4,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,500.0,5,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,500.0,6,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,500.0,7,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,500.0,8,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,500.0,9,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,500.0,10,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,500.0,11,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,500.0,12,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,500.0,13,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,500.0,14,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.1,500.0,15,24.6,0.1,15,0,0.0,,,14,612.6,0.1
S1,1.0,0.15,150.0,1,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,150.0,2,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,150.0,3,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,150.0,4,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,150.0,5,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,150.0,6,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,150.0,7,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,150.0,8,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,150.0,9,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,150.0,10,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,150.0,11,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,150.0,12,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,150.0,13,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,150.0,14,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,150.0,15,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,300.0,1,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,300.0,2,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,300.0,3,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,300.0,4,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,300.0,5,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,300.0,6,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,300.0,7,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,300.0,8,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,300.0,9,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,300.0,10,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,300.0,11,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,300.0,12,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,300.0,13,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,300.0,14,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,300.0,15,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,500.0,1,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,500.0,2,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,500.0,3,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,500.0,4,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,500.0,5,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,500.0,6,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,500.0,7,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,500.0,8,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,500.0,9,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,500.0,10,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,500.0,11,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,500.0,12,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,500.0,13,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,500.0,14,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,1.0,0.15,500.0,15,24.6,0.15,15,0,0.0,,,14,436.3,0.1
S1,2.0,0.05,150.0,1,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,150.0,2,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,150.0,3,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,150.0,4,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,150.0,5,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,150.0,6,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,150.0,7,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,150.0,8,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,150.0,9,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,150.0,10,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,150.0,11,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,150.0,12,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,150.0,13,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,150.0,14,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,150.0,15,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,300.0,1,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,300.0,2,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,300.0,3,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,300.0,4,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,300.0,5,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,300.0,6,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,300.0,7,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,300.0,8,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,300.0,9,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,300.0,10,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,300.0,11,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,300.0,12,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,300.0,13,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,300.0,14,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,300.0,15,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,500.0,1,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,500.0,2,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,500.0,3,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,500.0,4,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,500.0,5,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,500.0,6,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,500.0,7,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,500.0,8,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,500.0,9,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,500.0,10,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,500.0,11,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,500.0,12,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,500.0,13,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,500.0,14,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.05,500.0,15,17.395,0.1,15,0,0.0,,,14,591.0,0.1
S1,2.0,0.1,150.0,1,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,150.0,2,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,150.0,3,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,150.0,4,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,150.0,5,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,150.0,6,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,150.0,7,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,150.0,8,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,150.0,9,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,150.0,10,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,150.0,11,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,150.0,12,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,150.0,13,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,150.0,14,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,150.0,15,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,300.0,1,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,300.0,2,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,300.0,3,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,300.0,4,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,300.0,5,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,300.0,6,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,300.0,7,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,300.0,8,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,300.0,9,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,300.0,10,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,300.0,11,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,300.0,12,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,300.0,13,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,300.0,14,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,300.0,15,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,500.0,1,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,500.0,2,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,500.0,3,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,500.0,4,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,500.0,5,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,500.0,6,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,500.0,7,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,500.0,8,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,500.0,9,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,500.0,10,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,500.0,11,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,500.0,12,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,500.0,13,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,500.0,14,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.1,500.0,15,17.395,0.2,15,0,0.0,,,14,326.6,0.1
S1,2.0,0.15,150.0,1,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,150.0,2,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,150.0,3,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,150.0,4,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,150.0,5,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,150.0,6,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,150.0,7,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,150.0,8,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,150.0,9,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,150.0,10,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,150.0,11,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,150.0,12,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,150.0,13,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,150.0,14,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,150.0,15,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,300.0,1,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,300.0,2,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,300.0,3,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,300.0,4,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,300.0,5,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,300.0,6,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,300.0,7,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,300.0,8,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,300.0,9,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,300.0,10,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,300.0,11,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,300.0,12,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,300.0,13,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,300.0,14,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,300.0,15,17.395,0.3,15,0,0.0,,,14,238.4,0.1
S1,2.0,0.15,500.0,1,17.395,0.3,15,0,0.0,6.2361779806720925,127.66524725795789,14,238.4,0.1
S1,2.0,0.15,500.0,2,17.395,0.3,15,0,0.0,6.2361779806720925,127.66524725795789,14,238.4,0.1
S1,2.0,0.15,500.0,3,17.395,0.3,15,0,0.0,6.2361779806720925,127.66524725795789,14,238.4,0.1
S1,2.0,0.15,500.0,4,17.395,0.3,15,0,0.0,6.2361779806720925,127.66524725795789,14,238.4,0.1
S1,2.0,0.15,500.0,5,17.395,0.3,15,0,0.0,6.2361779806720925,127.66524725795789,14,238.4,0.1
S1,2.0,0.15,500.0,6,17.395,0.3,15,0,0.0,6.2361779806720925,127.66524725795789,14,238.4,0.1
S1,2.0,0.15,500.0,7,17.395,0.3,15,0,0.0,6.2361779806720925,127.66524725795789,14,238.4,0.1
S1,2.0,0.15,500.0,8,17.395,0.3,15,0,0.0,6.2361779806720925,127.66524725795789,14,238.4,0.1
S1,2.0,0.15,500.0,9,17.395,0.3,15,0,0.0,6.2361779806720925,127.66524725795789,14,238.4,0.1
S1,2.0,0.15,500.0,10,17.395,0.3,15,0,0.0,6.2361779806720925,127.66524725795789,14,238.4,0.1
S1,2.0,0.15,500.0,11,17.395,0.3,15,0,0.0,6.2361779806720925,127.66524725795789,14,238.4,0.1
S1,2.0,0.15,500.0,12,17.395,0.3,15,0,0.0,6.2361779806720925,127.66524725795789,14,238.4,0.1
S1,2.0,0.15,500.0,13,17.395,0.3,15,0,0.0,6.2361779806720925,127.66524725795789,14,238.4,0.1
S1,2.0,0.15,500.0,14,17.395,0.3,15,0,0.0,6.2361779806720925,127.66524725795789,14,238.4,0.1
S1,2.0,0.15,500.0,15,17.395,0.3,15,0,0.0,6.2361779806720925,127.66524725795789,14,238.4,0.1
S1,5.0,0.05,150.0,1,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,150.0,2,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,150.0,3,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,150.0,4,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,150.0,5,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,150.0,6,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,150.0,7,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,150.0,8,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,150.0,9,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,150.0,10,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,150.0,11,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,150.0,12,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,150.0,13,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,150.0,14,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,150.0,15,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,300.0,1,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,300.0,2,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,300.0,3,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,300.0,4,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,300.0,5,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,300.0,6,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,300.0,7,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,300.0,8,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,300.0,9,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,300.0,10,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,300.0,11,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,300.0,12,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,300.0,13,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,300.0,14,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,300.0,15,11.001,0.25,15,0,0.0,,,14,254.5,0.1
S1,5.0,0.05,500.0,1,11.001,0.25,15,0,0.0,8.931025068068863,205.95027297158487,14,254.5,0.1
S1,5.0,0.05,500.0,2,11.001,0.25,15,0,0.0,8.931025068068863,205.95027297158487,14,254.5,0.1
S1,5.0,0.05,500.0,3,11.001,0.25,15,0,0.0,8.931025068068863,205.95027297158487,14,254.5,0.1
S1,5.0,0.05,500.0,4,11.001,0.25,15,0,0.0,8.931025068068863,205.95027297158487,14,254.5,0.1
S1,5.0,0.05,500.0,5,11.001,0.25,15,0,0.0,8.931025068068863,205.95027297158487,14,254.5,0.1
S1,5.0,0.05,500.0,6,11.001,0.25,15,0,0.0,8.931025068068863,205.95027297158487,14,254.5,0.1
S1,5.0,0.05,500.0,7,11.001,0.25,15,0,0.0,8.931025068068863,205.95027297158487,14,254.5,0.1
S1,5.0,0.05,500.0,8,11.001,0.25,15,0,0.0,8.931025068068863,205.95027297158487,14,254.5,0.1
S1,5.0,0.05,500.0,9,11.001,0.25,15,0,0.0,8.931025068068863,205.95027297158487,14,254.5,0.1
S1,5.0,0.05,500.0,10,11.001,0.25,15,0,0.0,8.931025068068863,205.95027297158487,14,254.5,0.1
S1,5.0,0.05,500.0,11,11.001,0.25,15,0,0.0,8.931025068068863,205.95027297158487,14,254.5,0.1
S1,5.0,0.05,500.0,12,11.001,0.25,15,0,0.0,8.931025068068863,205.95027297158487,14,254.5,0.1
S1,5.0,0.05,500.0,13,11.001,0.25,15,0,0.0,8.931025068068863,205.95027297158487,14,254.5,0.1
S1,5.0,0.05,500.0,14,11.001,0.25,15,0,0.0,8.931025068068863,205.95027297158487,14,254.5,0.1
S1,5.0,0.05,500.0,15,11.001,0.25,15,0,0.0,8.931025068068863,205.95027297158487,14,254.5,0.1
S1,5.0,0.1,150.0,1,11.001,0.5,15,0,0.0,2.4188611112804055,-15.245596511219706,14,148.8,0.1
S1,5.0,0.1,150.0,2,11.001,0.5,15,0,0.0,2.4188611112804055,-15.245596511219706,14,148.8,0.1
S1,5.0,0.1,150.0,3,11.001,0.5,15,0,0.0,2.4188611112804055,-15.245596511219706,14,148.8,0.1
S1,5.0,0.1,150.0,4,11.001,0.5,15,0,0.0,2.4188611112804055,-15.245596511219706,14,148.8,0.1
S1,5.0,0.1,150.0,5,11.001,0.5,15,0,0.0,2.4188611112804055,-15.245596511219706,14,148.8,0.1
S1,5.0,0.1,150.0,6,11.001,0.5,15,0,0.0,2.4188611112804055,-15.245596511219706,14,148.8,0.1
